"coast","site","site_full","treatment","transect.point","zone","date","time","datetime","fDOY","month.ghg","month_name.ghg","season.ghg","campaign","ghg","device","dark.light","status.ch4","status.co2","status.n2o","status.fan","flag","analyzed_minutes","area.m2","volume.m3","chamber_size","chamber.expansion","air.temp_chamber","air.temp.phone","soil.temp_thermo","salinity","ref.redox","redox","mean.tair","se.tair","mean.tairC","mean.rh","se.rh","mean.tsoil","se.tsoil","mean.rad","se.rad","mean.vwc","se.vwc","flux.ch4.umol","flux.ch4.umol.absolut","flux.ch4.umol.h","flux.ch4.mmol.h","flux.ch4.mmol.h.co2e","flux.ch4.mg.h","flux.ch4.mg.d","p.ch4","sd.ch4","se.ch4","r2.ch4","rmse.ch4","rmse.ch4_ppb","flux.co2.mmol","flux.co2.mmol.h","flux.co2.mg.h","flux.co2.mg.d","p.co2","sd.co2","se.co2","r2.co2","rmse.co2","flux.h2o.mmol_lgr","flux.h2o.mmol.h_lgr","p.h2o_lgr","sd.h2o_lgr","se.h2o_lgr","r2.h2o_lgr","rmse.h2o_lgr","flux.h2o.mmol_licor_ch4","flux.h2o.mmol.h_licor_ch4","p.h2o_licor_ch4","sd.h2o_licor_ch4","se.h2o_licor_ch4","r2.h2o_licor_ch4","rmse.h2o_licor_ch4","flux.n2o.umol","flux.n2o.umol.h","flux.n2o.mmol.h","flux.n2o.mmol.h.co2e","flux.n2o.mg.h","flux.n2o.mg.d","p.n2o","sd.n2o","se.n2o","r2.n2o","rmse.n2o","flux.h2o.mmol_licor_n2o","flux.h2o.mmol.h_licor_n2o","p.h2o_licor_n2o","sd.h2o_licor_n2o","se.h2o_licor_n2o","r2.h2o_licor_n2o","rmse.h2o_licor_n2o"
"North Sea","NES","Nessmersiel (NES)","Grazed","2",NA,2023-02-09,"13:40:00",2023-02-09 13:40:00,1675942800,"02","February","Winter","zero","ch4","lgr","L","unknown","unknown","unknown","on",2,6.5,0.1534,0.082414,0.5,100,3.9,4,NA,NA,333,329,276.9,NA,3.89999999999998,NA,NA,0.58,0,76.3942424242424,0.18547493822322,75.0687878787879,0.0263741924181894,10.1682020611881,10.1682020611881,0.423675085882838,0.000423675085882838,0.0135576027482508,0.0067788013741254,0.16269123297901,7.94663279373731e-05,0.0101197346435771,0.00051047308611211,0.0390896674071721,0.00278656615583679,2.78656615583679,-63.0283230534013,-2.62618012722505,-115.551925597902,-2773.24621434966,1.20167288207711e-292,0.00232438278294786,0.000117249601329253,0.967348893119747,0.640041129960171,5359.11671516199,223.296529798416,1.90960857241039e-57,1.12019478642654,0.0565063521736494,0.479764636591288,308.456396312934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Sea","HAH","Hamburger Hallig (HAH)","Not grazed","110","PIO",2023-02-13,"10:09:00",2023-02-13 10:09:00,1676275740,"02","February","Winter","zero","ch4","lgr","L","unknown","unknown","unknown","on",4,3.5,0.1963,0.200175,1,100,6.3,5,NA,29,293,5,279.3,NA,6.30000000000001,NA,NA,5.12,0,59.0295238095238,0.116470875555255,95.8938095238095,0.029297132888132,71.2360510764056,71.2360510764056,2.96816879485023,0.00296816879485023,0.0949814014352075,0.0474907007176037,1.13977681722249,2.29365283991806e-10,0.0214409005617223,0.00147256709636297,0.174588159277854,0.00244911360583889,2.44911360583889,-55.2791631782724,-2.30329846576135,-101.345132493499,-2432.28317984399,2.22334147543421e-28,0.00860521222374112,0.000591008401975616,0.441569655965837,0.982941097908977,4926.42340732482,205.267641971868,3.45949477018914e-07,1.87702900752881,0.128914881511103,0.11660256383124,214.405979247926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Sea","HAH","Hamburger Hallig (HAH)","Not grazed","240","LM",2023-02-13,"16:02:00",2023-02-13 16:02:00,1676296920,"02","February","Winter","zero","ch4","licor","L","unknown","unknown","unknown","on",1,3.5,0.1963,0.200175,1,100,6.4,6,NA,29,329,311,279.4,NA,6.39999999999998,NA,NA,6.07,0,25.3833333333333,0.058725890020758,67.4752380952381,0.0729762487376447,-3.26308019016459,3.26308019016459,-0.135961674590191,-0.000135961674590191,-0.00435077358688612,-0.00217538679344306,-0.0522092830426334,3.21576120380854e-12,0.000883972949614535,6.08552075232882e-05,0.207730650740961,0.101007930312384,0.101007930312384,45.1168551324558,1.87986896385232,82.7142344095023,1985.14162582806,1.96679948316511e-65,0.00358201366635185,0.000246595990422728,0.753246305584914,0.409301876201555,NA,NA,NA,NA,NA,NA,NA,533.742810171023,22.239283757126,2.84324099377688e-215,0.00709443615871788,0.000488401126853211,0.990901869591074,0.810651856979857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Sea","HAH","Hamburger Hallig (HAH)","Not grazed","370","HM",2023-02-14,"13:27:00",2023-02-14 13:27:00,1676374020,"02","February","Winter","zero","ch4","lgr","L","unknown","unknown","unknown","on",2,6.5,0.1963,0.200175,1,100,11.5,6,NA,29,310,316,284.5,NA,11.5,NA,NA,5.28,0,298.097777777778,8.85101802154061,35.8141666666667,0.00410912650510061,79.7503473626841,79.7503473626841,3.32293114011184,0.00332293114011184,0.106333796483579,0.0531668982417894,1.27600555780295,1.02094440457883e-42,0.0260465376544842,0.00131387402212751,0.381579532410374,0.00303389611307855,3.03389611307855,78.0719492557578,3.25299788565657,143.131906968889,3435.16576725334,2.79896838811322e-217,0.00587873779879794,0.000296543094487261,0.920685366169154,0.684754342176846,19682.5437236996,820.105988487483,2.48406826369706e-86,3.87357149175031,0.19539583430922,0.629536425033792,451.19292431291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Sea","MET","Mettgrund (MET)","Not grazed","5",NA,2023-02-15,"10:03:00",2023-02-15 10:03:00,1676448180,"02","February","Winter","zero","ch4","lgr","L","unknown","unknown","unknown","on",1,4.5,0.1534,0.165508,1,100,1,2,NA,21,320,-38,274,NA,1,NA,NA,3.47305555555556,0.000778627653585245,87.5541666666667,1.31935177535897,70.3066666666667,0.0593910901339721,490.39713641687,490.39713641687,20.4332140173696,0.0204332140173696,0.653862848555827,0.326931424277913,7.84635418266992,1.24906059330246e-199,0.0129799462576733,0.000785582084770525,0.965188227159111,0.00176010715167525,1.76010715167525,74.3484163925169,3.09785068302154,136.305430052948,3271.33032127074,4.28868588430882e-140,0.00337123003825308,0.000204036123811086,0.904280447678175,0.457145660118861,4371.99072442679,182.16628018445,2.20576701384953e-23,0.915125308884974,0.0553859032779229,0.307160704437527,124.092855923435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Sea","MET","Mettgrund (MET)","Grazed","5",NA,2023-02-15,"11:15:00",2023-02-15 11:15:00,1676452500,"02","February","Winter","zero","ch4","lgr","L","unknown","unknown","unknown","on",1,4.5,0.1534,0.082414,0.5,100,1.5,3,NA,21,320,280,274.5,NA,1.5,NA,NA,3.13405405405405,0.00736703414618324,23.2816216216216,2.26551462885601,52.72,1.46445569427022,239.002860984881,239.002860984881,9.95845254103671,0.00995845254103671,0.318670481313175,0.159335240656587,3.8240457757581,6.34311601836016e-121,0.013020253722438,0.000788021603515293,0.867440636590468,0.00355218391926496,3.55218391926496,29.3270720022281,1.22196133342617,53.7662986707515,1290.39116809804,3.22002324074202e-51,0.00356920228648103,0.000216017949344276,0.567317660877014,0.973749301428166,6457.25703028985,269.052376262077,4.92955879558307e-29,1.17378550949348,0.071040730779313,0.37017152083648,320.232009327411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Sea","MET","Mettgrund (MET)","Not grazed","3",NA,2023-02-15,"12:17:00",2023-02-15 12:17:00,1676456220,"02","February","Winter","zero","ch4","lgr","L","unknown","unknown","unknown","on",2,4.5,0.1534,0.165508,1,100,2.3,5,NA,21,320,259,275.3,NA,2.30000000000001,NA,NA,3.86,0,144.064324324324,0.883713375711544,55.0048648648649,0.00886689715223723,102.453572381651,102.453572381651,4.26889884923546,0.00426889884923546,0.136604763175535,0.0683023815877673,1.63925715810642,7.92146448047183e-31,0.0178944869071079,0.00108302361591631,0.388973099463474,0.00243804160250872,2.43804160250872,138.919047377539,5.78829364073079,254.684920192155,6112.43808461172,8.75085857518999e-167,0.00492666136648636,0.000298175110313325,0.939174643297022,0.671234969480768,-13898.9001341327,-579.120838922196,4.50748284733544e-25,2.78105368308997,0.168317025883603,0.326621564183532,378.905783294089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Sea","MET","Mettgrund (MET)","Grazed","3",NA,2023-02-15,"13:17:00",2023-02-15 13:17:00,1676459820,"02","February","Winter","zero","ch4","lgr","L","unknown","unknown","unknown","on",4,4.5,0.1534,0.082414,0.5,100,4,5,NA,21,320,NA,277,NA,4,NA,NA,3.78,0,136.241621621622,1.96191866596934,60.1816216216216,0.0140008231928379,19.3420369941648,19.3420369941648,0.8059182080902,0.0008059182080902,0.0257893826588864,0.0128946913294432,0.309472591906637,3.94238289522508e-10,0.00683111526424663,0.000413437903675619,0.134714644430227,0.00188063723403901,1.88063723403901,-27.8655469173475,-1.16106445488948,-51.0868360151371,-1226.08406436329,1.61885099294962e-58,0.00305510604867177,0.000184903429587915,0.617669290036518,0.841084649697444,6636.25004669199,276.510418612166,3.50316430928046e-30,1.17558265616396,0.0711494990438352,0.382271023591351,323.643274831629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Sea","MET","Mettgrund (MET)","Grazed","1",NA,2023-02-15,"14:26:00",2023-02-15 14:26:00,1676463960,"02","February","Winter","zero","ch4","lgr","L","unknown","unknown","unknown","on",4,4.5,0.1534,0.082414,0.5,100,3.7,6,NA,21,320,84,276.7,NA,3.69999999999999,NA,NA,3.99513513513513,0.00503175534034077,85.5254054054054,1.55868383082448,56.2548648648649,0.0020730510809017,70.8374119966365,70.8374119966365,2.95155883319319,0.00295155883319319,0.094449882662182,0.047224941331091,1.13339859194618,1.37365367469623e-26,0.0135710282779122,0.000822864456442294,0.344652225825826,0.00373209446010806,3.73209446010806,-17.5797061588198,-0.732487756617492,-32.2294612911696,-773.507070988071,3.10248902326899e-32,0.00296361350041885,0.00017969546317255,0.40447378308995,0.815007182971951,5448.14592351034,227.006080146264,2.16188522510944e-19,1.27758186664448,0.0774647791404259,0.259817409338104,351.340820252975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baltic Sea","HEI","Heiligenhafen (HEI)","Grazed","5",NA,2023-02-21,"08:49:00",2023-02-21 08:49:00,1676962140,"02","February","Winter","zero","ch4","lgr","L","unknown","unknown","unknown","on",2,5,0.1534,0.082414,0.5,100,NA,5,NA,23,320,89,280.812809364549,0.0239106306270641,7.81280936454903,84.8116387959866,0.0713717059971072,5.68,0,137.120689655172,0.502503077223743,49.138275862069,0.0126244442448738,-38.4698552103889,38.4698552103889,-1.6029106337662,-0.0016029106337662,-0.0512931402805185,-0.0256465701402593,-0.615517683366222,7.52580731599469e-37,0.00703995092963232,0.000405103654022139,0.415436193289724,0.00196515514175564,1.96515514175564,-92.6195697371039,-3.859148739046,-169.802544518024,-4075.26106843257,6.49645684850801e-296,0.0015061857410165,8.66712500443087e-05,0.989010401238768,0.42044165974779,7882.40686807577,328.433619503157,5.00352224990083e-153,0.401951545702752,0.0231297123419774,0.901502322234364,112.202081331218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baltic Sea","HEI","Heiligenhafen (HEI)","Grazed","3",NA,2023-02-21,"09:31:00",2023-02-21 09:31:00,1676964660,"02","February","Winter","zero","ch4","lgr","L","unknown","unknown","unknown","on",1,5,0.1534,0.082414,0.5,100,NA,6,NA,23,320,167,281.916789297659,0.0520282129990756,8.91678929765902,82.3891638795987,0.0774188618825629,5.44,0,285.56,1.7774225818535,96.46,0,128.820932539814,128.820932539814,5.36753885582558,0.00536753885582558,0.171761243386419,0.0858806216932093,2.06113492063702,2.96418191236795e-150,0.00677288595313679,0.000389092131649489,0.896440582049306,0.00189804882477695,1.89804882477695,-282.654427404443,-11.7772678085185,-518.199783574812,-12436.7948057955,0,0.00192289716412783,0.000110467555737705,0.998069566746519,0.538877035254024,8480.62911330982,353.359546387909,3.5136591335077e-57,1.1382693046911,0.0653918629691856,0.570488810307165,318.991155468687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baltic Sea","HEI","Heiligenhafen (HEI)","Grazed","1",NA,2023-02-21,"10:08:00",2023-02-21 10:08:00,1676966880,"02","February","Winter","zero","ch4","lgr","L","unknown","unknown","unknown","on",2,5,0.1534,0.082414,0.5,100,NA,6,NA,23,320,84,282.7154,0.0561816463918987,9.71539999999999,84.5706,0.0926709509528292,5.61366666666667,0.00492433164455787,286.409666666667,1.19833433088699,41.0723333333333,0.00218054792931305,-17.1761091826156,17.1761091826156,-0.715671215942317,-0.000715671215942317,-0.0229014789101541,-0.0114507394550771,-0.27481774692185,3.14022109148063e-08,0.00810920955088404,0.000465861916467759,0.096872510628886,0.00227898079636993,2.27898079636993,-297.667819482828,-12.4028258117845,-545.724335718518,-13097.3840572444,0,0.00214516247556717,0.000123236364251248,0.997832518956903,0.602868140998738,9583.82908251511,399.326211771463,5.97636592349803e-101,0.787214581426402,0.0452242960640582,0.779912623509368,221.23573234058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baltic Sea","HEI","Heiligenhafen (HEI)","Not grazed","1",NA,2023-02-21,"11:34:30",2023-02-21 11:34:30,1676972070,"02","February","Winter","zero","ch4","lgr","L","unknown","unknown","unknown","on",4,5,0.1534,0.082414,0.5,100,NA,7,NA,23,320,61,281.5914,0.0281779684172735,8.59140000000002,83.9749333333333,0.0530619102309193,5.51966666666667,0.000333333333333326,295.255333333333,11.7053880778742,96.46,0,12.3504315070176,12.3504315070176,0.5146013127924,0.0005146013127924,0.0164672420093568,0.0082336210046784,0.197606904112282,1.40457141456904e-05,0.00751038671715352,0.000431460443525684,0.0608415952439737,0.0021022984173967,2.1022984173967,16.0795742773198,0.669982261554992,29.4792195084196,707.501268202071,1.14317910698085e-43,0.00263134080394591,0.00015116657944453,0.472177260341709,0.736561753222675,4017.76337150628,167.406807146095,2.80850953477706e-24,0.970653019669641,0.0557625589930919,0.291007608878702,271.704025896849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baltic Sea","HEI","Heiligenhafen (HEI)","Not grazed","3",NA,2023-02-21,"12:14:00",2023-02-21 12:14:00,1676974440,"02","February","Winter","zero","ch4","lgr","L","unknown","unknown","unknown","on",2,5,0.1534,0.165508,1,100,NA,7,NA,23,320,151,282.846033333333,0.0252480182708903,9.84603333333303,82.0729333333333,0.0504079919105872,5.68,0,260.674666666667,4.00631546646769,50.4476666666667,0.00965714949653702,-19.4666386988419,19.4666386988419,-0.811109945785079,-0.000811109945785079,-0.0259555182651225,-0.0129777591325613,-0.31146621918147,1.98577892500436e-05,0.0120493710220898,0.000692218278656999,0.058776570339755,0.00168697695133175,1.68697695133175,57.5675198504912,2.39864666043713,105.540453059234,2532.97087342161,2.04960787928559e-96,0.00494740505771942,0.000284220994323693,0.764115012590372,0.692663400103922,16790.253118358,699.593879931583,2.21058399123384e-80,1.70574729508421,0.0979926217113226,0.698628167803342,238.813824084941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
